OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080402105003,Field Msr/Obs,Water,,4/2/2008,10:50:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,"Water Temp.: 11.2, 11.3; Sp. Cond.: 449.7, 458.1  Organization ActivityID=NCRN_NACE_HECR_20080402105003",,,,,,,,,STORET-785596306,,,Specific conductance,,453.9,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:32.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080505110502,Field Msr/Obs,Water,,5/5/2008,11:05:09,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,"Water Temp.: 16.4, 16.4; Sp. Cond.: 430.8, 415.4  Organization ActivityID=NCRN_NACE_HECR_20080505110502",,,,,,,,,STORET-785596328,,,Specific conductance,,423.1,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:32.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080505110503,Field Msr/Obs,Water,,5/5/2008,11:05:09,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,"Water Temp.: 16.6, 16.7; Sp. Cond.: 434.6, 420.8  Organization ActivityID=NCRN_NACE_HECR_20080505110503",,,,,,,,,STORET-785596334,,,Specific conductance,,427.7,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080603105402,Field Msr/Obs,Water,,6/3/2008,10:54:18,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080603105402,,,,,,,,,STORET-785596356,,,Specific conductance,,399.3,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080603105403,Field Msr/Obs,Water,,6/3/2008,10:54:18,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080603105403,,,,,,,,,STORET-785596362,,,Specific conductance,,400.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080701000002,Field Msr/Obs,Water,,7/1/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,"Water Temp.: 21.1, 21.1; Sp. Cond.: 239.2, 242.5; Cond.: 221.2, 224.1  Organization ActivityID=NCRN_NACE_HECR_20080701000002",,,,,,,,,STORET-785596385,,,Specific conductance,,240.85,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080701000003,Field Msr/Obs,Water,,7/1/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,"Water Temp.: 21.2, 21.2; Sp. Cond.: 236.9, 233.1; Cond.: 220.8, 226.6  Organization ActivityID=NCRN_NACE_HECR_20080701000003",,,,,,,,,STORET-785596392,,,Specific conductance,,235,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080804000003,Field Msr/Obs,Water,,8/4/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080804000003,,,,,,,,,STORET-785596417,,,Specific conductance,,376.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080804000004,Field Msr/Obs,Water,,8/4/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080804000004,,,,,,,,,STORET-785596424,,,Specific conductance,,384.1,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:33.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080902000003,Field Msr/Obs,Water,,9/2/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080902000003,,,,,,,,,STORET-785596449,,,Specific conductance,,401.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080902000004,Field Msr/Obs,Water,,9/2/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080902000004,,,,,,,,,STORET-785596456,,,Specific conductance,,397.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20080902000005,Field Msr/Obs,Water,,9/2/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20080902000005,,,,,,,,,STORET-785596463,,,Specific conductance,,383.4,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20081007104803,Field Msr/Obs,Water,,10/7/2008,10:48:51,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20081007104803,,,,,,,,,STORET-785596488,,,Specific conductance,,408.4,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20081007104804,Field Msr/Obs,Water,,10/7/2008,10:48:51,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20081007104804,,,,,,,,,STORET-785596495,,,Specific conductance,,402.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20081007104805,Field Msr/Obs,Water,,10/7/2008,10:48:51,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20081007104805,,,,,,,,,STORET-785596502,,,Specific conductance,,400.7,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:34.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20081112104403,Field Msr/Obs,Water,,11/12/2008,10:44:40,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20081112104403,,,,,,,,,STORET-785596527,,,Specific conductance,,405.5,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:35.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20081112104404,Field Msr/Obs,Water,,11/12/2008,10:44:40,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20081112104404,,,,,,,,,STORET-785596534,,,Specific conductance,,400.3,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:35.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090129114902,Field Msr/Obs,Water,,1/29/2009,11:49:48,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090129114902,,,,,,,,,STORET-785596555,,,Specific conductance,,3420,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,03:35.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090601102402,Field Msr/Obs,Water,,6/1/2009,10:24:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090601102402,,,,,,,,,STORET-785596605,,,Specific conductance,Total,369.1,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:37.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090601102403,Field Msr/Obs,Water,,6/1/2009,10:24:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090601102403,,,,,,,,,STORET-785596612,,,Specific conductance,Total,317,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:37.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090701092102,Field Msr/Obs,Water,,7/1/2009,9:21:18,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090701092102,,,,,,,,,STORET-785596633,,,Specific conductance,Total,364.8,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:37.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090701092103,Field Msr/Obs,Water,,7/1/2009,9:21:18,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090701092103,,,,,,,,,STORET-785596640,,,Specific conductance,Total,369.2,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090701092104,Field Msr/Obs,Water,,7/1/2009,9:21:18,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090701092104,,,,,,,,,STORET-785596647,,,Specific conductance,Total,376.7,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090803101403,Field Msr/Obs,Water,,8/3/2009,10:14:32,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090803101403,,,,,,,,,STORET-785596669,,,Specific conductance,Total,295,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090803101404,Field Msr/Obs,Water,,8/3/2009,10:14:32,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090803101404,,,,,,,,,STORET-785596676,,,Specific conductance,Total,304.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090803101405,Field Msr/Obs,Water,,8/3/2009,10:14:32,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090803101405,,,,,,,,,STORET-785596683,,,Specific conductance,Total,311,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090903101603,Field Msr/Obs,Water,,9/3/2009,10:16:59,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090903101603,,,,,,,,,STORET-785596705,,,Specific conductance,Total,420.3,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:38.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20090903101604,Field Msr/Obs,Water,,9/3/2009,10:16:59,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20090903101604,,,,,,,,,STORET-785596712,,,Specific conductance,Total,423.3,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091001100803,Field Msr/Obs,Water,,10/1/2009,10:08:32,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091001100803,,,,,,,,,STORET-785596733,,,Specific conductance,Total,376.3,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091001100804,Field Msr/Obs,Water,,10/1/2009,10:08:32,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091001100804,,,,,,,,,STORET-785596740,,,Specific conductance,Total,388.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091029094503,Field Msr/Obs,Water,,10/29/2009,9:45:41,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091029094503,,,,,,,,,STORET-785596762,,,Specific conductance,Total,297.7,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091029094504,Field Msr/Obs,Water,,10/29/2009,9:45:41,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091029094504,,,,,,,,,STORET-785596769,,,Specific conductance,Total,301.8,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091029094505,Field Msr/Obs,Water,,10/29/2009,9:45:41,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091029094505,,,,,,,,,STORET-785596776,,,Specific conductance,Total,305.7,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:39.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091123095203,Field Msr/Obs,Water,,11/23/2009,9:52:36,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091123095203,,,,,,,,,STORET-785596798,,,Specific conductance,Total,371.2,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:40.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091123095204,Field Msr/Obs,Water,,11/23/2009,9:52:36,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091123095204,,,,,,,,,STORET-785596805,,,Specific conductance,Total,380.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:40.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091217095803,Field Msr/Obs,Water,,12/17/2009,9:58:03,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091217095803,,,,,,,,,STORET-785596827,,,Specific conductance,Total,361.4,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091217095804,Field Msr/Obs,Water,,12/17/2009,9:58:03,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091217095804,,,,,,,,,STORET-785596834,,,Specific conductance,Total,369.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20091217095805,Field Msr/Obs,Water,,12/17/2009,9:58:03,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20091217095805,,,,,,,,,STORET-785596841,,,Specific conductance,Total,375.3,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR_20100128101703,Field Msr/Obs,Water,,1/28/2010,10:17:25,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,Organization ActivityID=NCRN_NACE_HECR_20100128101703,,,,,,,,,STORET-785596863,,,Specific conductance,Total,502.6,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,03:42.0,STORET
