Year,Month,Day,DOY,Flow_cms_obs,Flow_growing,Flow_nongrowing,Flow_NLCD16,Date
2011,6,4,155,0.65,0.4876,0.4742,0.2008,6/4/2011
2011,6,5,156,0.66,0.4757,0.4551,0.1908,6/5/2011
2011,6,6,157,0.66,0.4652,0.4411,0.1849,6/6/2011
2011,6,7,158,0.63,0.4495,0.4284,0.1699,6/7/2011
2011,6,8,159,0.6,0.4356,0.4109,0.1481,6/8/2011
2011,6,9,160,0.58,0.4213,0.3933,0.1318,6/9/2011
2011,6,10,161,0.62,0.3137,0.3842,0.1117,6/10/2011
2011,6,11,162,0.55,0.2138,0.365,0.09512,6/11/2011
2011,6,12,163,0.54,0.2234,0.4401,0.1172,6/12/2011
2011,6,13,164,1.05,0.1836,0.4015,0.103,6/13/2011
2011,6,14,165,0.55,0.1469,0.2931,0.0899,6/14/2011
2011,6,15,166,0.5,0.1253,0.2309,0.0766,6/15/2011
2011,6,16,167,0.47,1.827,1.852,1.05,6/16/2011
2011,6,17,168,4.7,1.328,1.765,0.7489,6/17/2011
2011,6,18,169,1.37,0.9198,1.076,0.4487,6/18/2011
2011,6,19,170,0.77,0.5606,0.6617,0.2926,6/19/2011
2011,6,20,171,1.73,1.439,1.665,0.8684,6/20/2011
2011,6,21,172,1.11,1.171,1.31,0.6176,6/21/2011
2011,6,22,173,1.38,0.7143,0.8506,0.3955,6/22/2011
2011,6,23,174,0.8,0.4301,0.5608,0.2661,6/23/2011
2011,6,24,175,0.68,0.2803,0.39,0.1914,6/24/2011
2011,6,25,176,0.59,0.2024,0.2833,0.1456,6/25/2011
2011,6,26,177,0.56,0.1709,0.226,0.1239,6/26/2011
2011,6,27,178,0.55,0.1498,0.1895,0.1098,6/27/2011
2011,6,28,179,0.59,0.1096,0.1571,0.09147,6/28/2011
2011,6,29,180,0.71,0.07406,0.1354,0.07727,6/29/2011
2011,6,30,181,0.45,0.05437,0.1185,0.06475,6/30/2011
2011,7,1,182,0.4,0.03995,0.1029,0.05524,7/1/2011
2011,7,2,183,0.38,0.03014,0.09616,0.04992,7/2/2011
2011,7,3,184,1.33,0.1175,0.1686,0.103,7/3/2011
2011,7,4,185,0.63,0.1115,0.1508,0.09134,7/4/2011
2011,7,5,186,0.44,0.08408,0.1214,0.07685,7/5/2011
2011,7,6,187,0.41,0.1027,0.1318,0.08643,7/6/2011
2011,7,7,188,0.44,0.08039,0.1124,0.07272,7/7/2011
2011,7,8,189,2.11,4.579,5.15,2.283,7/8/2011
2011,7,9,190,1.9,3.426,3.631,1.757,7/9/2011
2011,7,10,191,0.67,2.161,1.963,1.685,7/10/2011
2011,7,11,192,0.51,1.618,1.81,0.7762,7/11/2011
2011,7,12,193,0.46,0.6739,0.9986,0.4086,7/12/2011
2011,7,13,194,9.68,1.919,2.298,1.466,7/13/2011
2011,7,14,195,5.69,1.726,2.323,1.051,7/14/2011
2011,7,15,196,0.88,1.51,1.589,0.6213,7/15/2011
2011,7,16,197,0.56,0.671,0.9741,0.377,7/16/2011
2011,7,17,198,0.45,0.3435,0.6473,0.2491,7/17/2011
2011,7,18,199,0.39,0.1886,0.4664,0.1803,7/18/2011
2011,7,19,200,0.37,0.1161,0.3546,0.1376,7/19/2011
2011,7,20,201,0.44,0.07462,0.2821,0.1129,7/20/2011
2011,7,21,202,0.36,0.05138,0.2234,0.09032,7/21/2011
2011,7,22,203,0.33,0.03648,0.1824,0.08003,7/22/2011
2011,7,23,204,0.33,0.027,0.148,0.06828,7/23/2011
2011,7,24,205,0.27,0.02065,0.1235,0.06142,7/24/2011
2011,7,25,206,1.29,0.8584,1.035,0.5292,7/25/2011
2011,7,26,207,1.4,0.6682,0.7928,0.3868,7/26/2011
2011,7,27,208,0.4,0.3966,0.4788,0.2519,7/27/2011
2011,7,28,209,0.29,0.2263,0.2938,0.1696,7/28/2011
2011,7,29,210,0.26,0.135,0.1986,0.121,7/29/2011
2011,7,30,211,0.22,0.08145,0.1468,0.09095,7/30/2011
2011,7,31,212,0.19,0.05419,0.1174,0.06905,7/31/2011
2011,8,1,213,0.21,0.1393,0.1955,0.1187,8/1/2011
2011,8,2,214,0.54,0.1196,0.1684,0.1058,8/2/2011
2011,8,3,215,0.21,0.09338,0.1371,0.09027,8/3/2011
2011,8,4,216,0.29,0.06607,0.1106,0.07471,8/4/2011
2011,8,5,217,0.24,0.04817,0.09809,0.05917,8/5/2011
2011,8,6,218,0.19,1.545,1.745,0.9397,8/6/2011
2011,8,7,219,0.75,1.295,1.367,0.6631,8/7/2011
2011,8,8,220,0.79,0.7279,0.824,0.3976,8/8/2011
2011,8,9,221,0.25,0.3868,0.4824,0.2444,8/9/2011
2011,8,10,222,0.21,0.2139,0.3054,0.1605,8/10/2011
2011,8,11,223,0.16,0.1276,0.2167,0.1129,8/11/2011
2011,8,12,224,0.14,0.08012,0.1671,0.08404,8/12/2011
2011,8,13,225,0.92,0.876,1.032,0.5164,8/13/2011
2011,8,14,226,1.26,0.6948,0.8325,0.3996,8/14/2011
2011,8,15,227,0.86,0.4112,0.5028,0.2605,8/15/2011
2011,8,16,228,0.28,0.2342,0.3112,0.1728,8/16/2011
2011,8,17,229,0.2,0.1385,0.2108,0.122,8/17/2011
2011,8,18,230,3.11,1.892,2.145,1.282,8/18/2011
2011,8,19,231,3.88,1.574,1.725,0.8515,8/19/2011
2011,8,20,232,2.69,0.9831,1.056,0.4892,8/20/2011
2011,8,21,233,0.48,1.47,1.917,0.8998,8/21/2011
2011,8,22,234,0.43,1.053,1.261,0.5697,8/22/2011
2011,8,23,235,0.26,0.598,0.7392,0.3482,8/23/2011
2011,8,24,236,0.22,0.3251,0.457,0.223,8/24/2011
2011,8,25,237,0.75,0.2099,0.332,0.1757,8/25/2011
2011,8,26,238,0.88,0.1322,0.2473,0.1319,8/26/2011
2011,8,27,239,1.33,4.052,4.628,2.014,8/27/2011
2011,8,28,240,12.18,3.606,3.867,1.807,8/28/2011
2011,8,29,241,1.97,2.136,2.21,1.833,8/29/2011
2011,8,30,242,0.99,1.853,2.024,0.8589,8/30/2011
2011,8,31,243,0.7,0.7741,1.103,0.4691,8/31/2011
2011,9,1,244,0.58,0.3724,0.7029,0.2944,9/1/2011
2011,9,2,245,0.52,0.2038,0.5017,0.2125,9/2/2011
2011,9,3,246,0.52,0.2569,0.5331,0.2478,9/3/2011
2011,9,4,247,0.53,0.1893,0.4085,0.1999,9/4/2011
2011,9,5,248,0.52,10,11.65,6.23,9/5/2011
2011,9,6,249,10.45,12.09,13.9,7.26,9/6/2011
2011,9,7,250,14.67,12.8,14.33,8.691,9/7/2011
2011,9,8,251,137.62,32.53,33.94,31.73,9/8/2011
2011,9,9,252,47.86,16.42,17.2,14.04,9/9/2011
2011,9,10,253,5.07,7.192,7.579,6.3,9/10/2011
2011,9,11,254,2.15,3.326,3.616,3.282,9/11/2011
2011,9,12,255,1.45,1.803,2.282,2.073,9/12/2011
2011,9,13,256,1.11,1.366,1.894,1.837,9/13/2011
2011,9,14,257,0.89,0.6369,1.179,1.048,9/14/2011
2011,9,15,258,0.78,0.3947,0.8706,0.7497,9/15/2011
2011,9,16,259,0.72,0.3002,0.6985,0.5971,9/16/2011
2011,9,17,260,0.7,0.2718,0.5876,0.5184,9/17/2011
2011,9,18,261,0.7,0.2664,0.5203,0.4671,9/18/2011
2011,9,19,262,0.67,0.2772,0.4723,0.4254,9/19/2011
2011,9,20,263,0.91,0.612,0.8071,0.5816,9/20/2011
2011,9,21,264,0.9,0.6008,0.7652,0.533,9/21/2011
2011,9,22,265,1.02,0.5732,0.6899,0.4847,9/22/2011
2011,9,23,266,1.55,1.442,1.463,0.9673,9/23/2011
2011,9,24,267,1.88,1.115,1.213,0.7171,9/24/2011
2011,9,25,268,0.91,0.8672,1.006,0.5763,9/25/2011
2011,9,26,269,0.82,0.6528,0.7687,0.4456,9/26/2011
2011,9,27,270,0.78,0.531,0.6254,0.3726,9/27/2011
2011,9,28,271,1.48,0.6867,0.7889,0.4465,9/28/2011
2011,9,29,272,1.75,0.6024,0.6854,0.3835,9/29/2011
2011,9,30,273,0.78,0.5322,0.5789,0.3302,9/30/2011
2011,10,1,274,0.83,2.834,2.97,1.791,10/1/2011
2011,10,2,275,4.45,2.586,2.552,1.765,10/2/2011
2011,10,3,276,1.52,1.992,1.913,1.636,10/3/2011
2011,10,4,277,1,1.778,1.818,0.8673,10/4/2011
2011,10,5,278,0.82,0.9808,1.209,0.5533,10/5/2011
2011,10,6,279,0.71,0.6842,0.9285,0.4186,10/6/2011
2011,10,7,280,0.67,0.5596,0.7781,0.3476,10/7/2011
2011,10,8,281,0.65,0.5032,0.6743,0.3078,10/8/2011
2011,10,9,282,0.6,0.4699,0.6051,0.2814,10/9/2011
2011,10,10,283,0.59,0.4619,0.5606,0.2686,10/10/2011
2011,10,11,284,0.58,0.4522,0.5216,0.2591,10/11/2011
2011,10,12,285,0.83,1.611,1.783,0.9734,10/12/2011
2011,10,13,286,15.91,16.55,16.54,17.21,10/13/2011
2011,10,14,287,23.87,12.81,13.11,11.13,10/14/2011
2011,10,15,288,3.57,6.532,6.642,5.426,10/15/2011
2011,10,16,289,1.65,3.408,3.422,2.945,10/16/2011
2011,10,17,290,1.27,2.111,2.214,1.914,10/17/2011
2011,10,18,291,1.05,1.856,2.056,1.73,10/18/2011
2011,10,19,292,3.51,3.747,4.174,3.473,10/19/2011
2011,10,20,293,3.11,2.967,3.185,2.569,10/20/2011
2011,10,21,294,1.29,2.051,2.144,1.929,10/21/2011
2011,10,22,295,1.06,1.977,2.369,1.675,10/22/2011
2011,10,23,296,1.01,1.304,1.654,1.149,10/23/2011
2011,10,24,297,0.93,1.046,1.385,0.9371,10/24/2011
2011,10,25,298,1.05,0.8861,1.179,0.7866,10/25/2011
2011,10,26,299,0.99,1.146,1.43,0.8964,10/26/2011
2011,10,27,300,1.4,1.122,1.355,0.8605,10/27/2011
2011,10,28,301,1.28,0.9972,1.152,0.7806,10/28/2011
2011,10,29,302,8.58,5.764,5.925,6.074,10/29/2011
2011,10,30,303,4.76,4.371,4.289,4.04,10/30/2011
2011,10,31,304,1.93,2.815,2.64,2.594,10/31/2011
2011,11,1,305,1.49,2.057,1.934,1.897,11/1/2011
2011,11,2,306,1.3,1.842,2.022,1.733,11/2/2011
2011,11,3,307,1.21,1.192,1.535,1.276,11/3/2011
2011,11,4,308,1.19,1.161,1.314,1.055,11/4/2011
2011,11,5,309,1.06,1.073,1.189,0.9403,11/5/2011
2011,11,6,310,1.01,1.012,1.109,0.8807,11/6/2011
2011,11,7,311,1.03,0.9803,1.043,0.8474,11/7/2011
2011,11,8,312,1.03,0.9685,0.9996,0.8283,11/8/2011
2011,11,9,313,1.05,0.9648,0.9711,0.8285,11/9/2011
2011,11,10,314,1.01,0.9892,0.9705,0.8287,11/10/2011
2011,11,11,315,1.06,0.986,0.941,0.826,11/11/2011
2011,11,12,316,0.92,0.9778,0.9197,0.8074,11/12/2011
2011,11,13,317,0.91,0.9719,0.9053,0.8025,11/13/2011
2011,11,14,318,0.99,0.9691,0.8817,0.7975,11/14/2011
2011,11,15,319,1.11,0.9662,0.8757,0.7876,11/15/2011
2011,11,16,320,1.36,1.686,1.668,1.341,11/16/2011
2011,11,17,321,1.77,1.449,1.551,1.107,11/17/2011
2011,11,18,322,1.22,1.216,1.27,0.9321,11/18/2011
2011,11,19,323,1.19,1.214,1.078,0.8383,11/19/2011
2011,11,20,324,0.98,1.101,0.9688,0.7936,11/20/2011
2011,11,21,325,1.06,1.415,1.377,0.9989,11/21/2011
2011,11,22,326,4.05,3.066,3.126,2.25,11/22/2011
2011,11,23,327,5.72,3.339,3.249,2.314,11/23/2011
2011,11,24,328,2.03,2.425,2.256,1.916,11/24/2011
2011,11,25,329,1.48,1.914,1.913,1.778,11/25/2011
2011,11,26,330,1.32,1.748,1.969,1.277,11/26/2011
2011,11,27,331,1.23,1.305,1.431,1.022,11/27/2011
2011,11,28,332,1.33,1.069,1.189,0.8749,11/28/2011
2011,11,29,333,3.4,1.814,1.864,1.798,11/29/2011
2011,11,30,334,2.64,1.907,1.784,1.366,11/30/2011
2011,12,1,335,1.45,1.876,2.006,1.2,12/1/2011
2011,12,2,336,1.23,1.214,1.465,0.9767,12/2/2011
2011,12,3,337,1.15,1.109,1.186,0.8324,12/3/2011
2011,12,4,338,1.11,0.971,1.033,0.7508,12/4/2011
2011,12,5,339,1.13,0.865,0.9204,0.6986,12/5/2011
2011,12,6,340,1.4,1.212,1.309,0.8953,12/6/2011
2011,12,7,341,19.57,22.44,22.73,26.63,12/7/2011
2011,12,8,342,20.76,13.02,12.91,12.37,12/8/2011
2011,12,9,343,3.79,6.4,6.196,5.882,12/9/2011
2011,12,10,344,2.28,3.45,3.29,3.205,12/10/2011
2011,12,11,345,1.82,2.28,2.209,2.242,12/11/2011
2011,12,12,346,1.64,1.953,2.193,1.948,12/12/2011
2011,12,13,347,1.53,1.236,1.608,1.267,12/13/2011
2011,12,14,348,1.48,1.18,1.361,1.191,12/14/2011
2011,12,15,349,1.42,1.08,1.218,1.065,12/15/2011
2011,12,16,350,1.37,1.013,1.122,0.981,12/16/2011
2011,12,17,351,1.29,0.9848,1.054,0.9334,12/17/2011
2011,12,18,352,1.25,0.9702,1.007,0.9045,12/18/2011
2011,12,19,353,1.21,0.9728,0.9728,0.8857,12/19/2011
2011,12,20,354,1.21,0.9678,0.9412,0.8784,12/20/2011
2011,12,21,355,1.24,1.001,0.9538,0.8809,12/21/2011
2011,12,22,356,1.36,6.282,6.392,6.34,12/22/2011
2011,12,23,357,10.22,5.192,5.051,4.502,12/23/2011
2011,12,24,358,2.49,3.316,3.095,2.826,12/24/2011
2011,12,25,359,1.72,2.211,2.217,2.135,12/25/2011
2011,12,26,360,1.53,1.762,2.251,1.935,12/26/2011
2011,12,27,361,4.47,3.99,3.786,3.476,12/27/2011
2011,12,28,362,3.94,3.119,3.02,2.734,12/28/2011
2011,12,29,363,1.89,2.267,2.15,2.058,12/29/2011
2011,12,30,364,1.61,1.87,1.965,1.758,12/30/2011
2011,12,31,365,1.51,1.854,2.144,1.806,12/31/2011
2012,1,1,1,1.43,1.32,1.679,1.296,1/1/2012
2012,1,2,2,1.48,1.178,1.458,1.148,1/2/2012
2012,1,3,3,1.35,1.133,1.331,1.095,1/3/2012
2012,1,4,4,1.2,1.122,1.24,1.212,1/4/2012
2012,1,5,5,1.26,1.115,1.176,1.157,1/5/2012
2012,1,6,6,1.28,1.11,1.125,1.087,1/6/2012
2012,1,7,7,1.24,1.103,1.086,1.05,1/7/2012
2012,1,8,8,1.19,1.099,1.055,1.02,1/8/2012
2012,1,9,9,1.17,1.103,1.032,1.003,1/9/2012
2012,1,10,10,1.32,1.096,1.009,0.9946,1/10/2012
2012,1,11,11,1.31,2.548,2.329,1.938,1/11/2012
2012,1,12,12,12.01,3.841,3.567,2.906,1/12/2012
2012,1,13,13,3.45,2.934,2.618,2.299,1/13/2012
2012,1,14,14,1.95,2.138,2.098,1.946,1/14/2012
2012,1,15,15,1.61,1.819,2.248,1.945,1/15/2012
2012,1,16,16,1.44,1.829,1.709,1.372,1/16/2012
2012,1,17,17,2.08,1.531,1.728,1.327,1/17/2012
2012,1,18,18,1.74,1.323,1.498,1.213,1/18/2012
2012,1,19,19,1.42,1.212,1.318,1.144,1/19/2012
2012,1,20,20,1.39,1.162,1.2,1.113,1/20/2012
2012,1,21,21,1.59,1.13,1.128,1.088,1/21/2012
2012,1,22,22,1.51,1.116,1.071,1.213,1/22/2012
2012,1,23,23,1.48,1.665,1.64,1.171,1/23/2012
2012,1,24,24,1.97,1.482,1.422,1.15,1/24/2012
2012,1,25,25,1.51,1.302,1.203,1.09,1/25/2012
2012,1,26,26,1.46,1.193,1.081,1.062,1/26/2012
2012,1,27,27,4.45,1.445,1.404,1.299,1/27/2012
2012,1,28,28,2.25,1.296,1.237,1.201,1/28/2012
2012,1,29,29,1.58,1.185,1.082,1.122,1/29/2012
2012,1,30,30,1.45,1.117,0.9929,1.083,1/30/2012
2012,1,31,31,1.38,1.059,0.9429,1.052,1/31/2012
2012,2,1,32,1.35,1.189,0.9067,1.027,2/1/2012
2012,2,2,33,1.46,1.192,0.9492,1.055,2/2/2012
2012,2,3,34,1.35,1.116,0.9207,1.026,2/3/2012
2012,2,4,35,1.31,1.106,0.949,1.033,2/4/2012
2012,2,5,36,1.46,1.057,0.9074,1.01,2/5/2012
2012,2,6,37,1.48,1.01,0.8706,0.9868,2/6/2012
2012,2,7,38,1.25,0.9809,0.842,0.9635,2/7/2012
2012,2,8,39,1.2,1.027,0.899,0.988,2/8/2012
2012,2,9,40,1.46,0.99,0.8619,0.9554,2/9/2012
2012,2,10,41,1.28,0.9548,0.8269,0.9337,2/10/2012
2012,2,11,42,1.56,1.006,0.8653,0.9106,2/11/2012
2012,2,12,43,1.35,0.9651,0.8265,0.8984,2/12/2012
2012,2,13,44,1.19,0.929,0.8121,0.8815,2/13/2012
2012,2,14,45,1.2,0.8902,0.7811,0.8624,2/14/2012
2012,2,15,46,1.18,0.8628,0.7464,0.8527,2/15/2012
2012,2,16,47,1.31,1.213,1.152,1.056,2/16/2012
2012,2,17,48,1.52,1.078,1.004,0.9525,2/17/2012
2012,2,18,49,1.23,0.9376,0.8539,0.8768,2/18/2012
2012,2,19,50,1.17,0.8478,0.7592,0.8294,2/19/2012
2012,2,20,51,1.13,0.8027,0.7038,0.7967,2/20/2012
2012,2,21,52,1.1,0.772,0.6669,0.7734,2/21/2012
2012,2,22,53,1.12,0.7484,0.6466,0.7529,2/22/2012
2012,2,23,54,1.11,0.7276,0.6252,0.7329,2/23/2012
2012,2,24,55,1.76,1.083,1.025,0.9298,2/24/2012
2012,2,25,56,2.02,0.9514,0.8965,0.8389,2/25/2012
2012,2,26,57,1.14,0.8192,0.7562,0.7663,2/26/2012
2012,2,27,58,1.1,0.7351,0.6623,0.7168,2/27/2012
2012,2,28,59,1.08,0.6853,0.604,0.682,2/28/2012
2012,2,29,60,9.09,7.844,7.995,8.112,2/29/2012
2012,3,1,61,7.99,5.539,5.461,4.93,3/1/2012
2012,3,2,62,2.73,7.066,7.251,6.505,3/2/2012
2012,3,3,63,12.94,4.416,4.454,3.941,3/3/2012
2012,3,4,64,2.81,2.604,2.618,2.451,3/4/2012
2012,3,5,65,1.96,1.806,1.994,1.792,3/5/2012
2012,3,6,66,1.62,1.689,1.923,1.637,3/6/2012
2012,3,7,67,1.5,1.031,1.346,1.195,3/7/2012
2012,3,8,68,1.45,0.7848,1.071,0.9643,3/8/2012
2012,3,9,69,1.38,0.6945,0.9208,0.8411,3/9/2012
2012,3,10,70,1.25,0.6501,0.8226,0.771,3/10/2012
2012,3,11,71,1.22,0.6357,0.7532,0.7367,3/11/2012
2012,3,12,72,1.2,0.6229,0.6963,0.7091,3/12/2012
2012,3,13,73,1.22,0.62,0.6588,0.6929,3/13/2012
2012,3,14,74,1.19,0.605,0.6162,0.6664,3/14/2012
2012,3,15,75,1.14,0.5962,0.5869,0.6455,3/15/2012
2012,3,16,76,1.13,0.5934,0.5701,0.6396,3/16/2012
2012,3,17,77,1.14,0.5865,0.5574,0.6222,3/17/2012
2012,3,18,78,1.12,0.5791,0.5384,0.611,3/18/2012
2012,3,19,79,1.25,0.5784,0.5281,0.6,3/19/2012
2012,3,20,80,1.18,0.564,0.5094,0.5823,3/20/2012
2012,3,21,81,1.06,0.5539,0.5012,0.5725,3/21/2012
2012,3,22,82,1.04,0.5477,0.4856,0.5485,3/22/2012
2012,3,23,83,1.07,0.5349,0.4808,0.546,3/23/2012
2012,3,24,84,1.23,1.467,1.49,1.175,3/24/2012
2012,3,25,85,2.16,1.471,1.655,1.116,3/25/2012
2012,3,26,86,1.47,1.24,1.218,0.8139,3/26/2012
2012,3,27,87,1.2,0.8983,0.8801,0.6253,3/27/2012
2012,3,28,88,1.03,0.6949,0.6873,0.5296,3/28/2012
2012,3,29,89,1.03,0.577,0.5853,0.4567,3/29/2012
2012,3,30,90,0.96,0.5238,0.5213,0.3797,3/30/2012
2012,3,31,91,0.97,0.4893,0.4782,0.3313,3/31/2012
2012,4,1,92,0.99,0.575,0.563,0.3521,4/1/2012
2012,4,2,93,1.47,0.5427,0.5224,0.3247,4/2/2012
2012,4,3,94,1.07,0.4921,0.4693,0.2866,4/3/2012
2012,4,4,95,0.93,0.4577,0.4273,0.2523,4/4/2012
2012,4,5,96,0.91,0.3988,0.3928,0.2247,4/5/2012
2012,4,6,97,0.85,0.2966,0.3732,0.1926,4/6/2012
2012,4,7,98,0.83,0.2439,0.3207,0.1765,4/7/2012
2012,4,8,99,0.82,0.2095,0.261,0.1651,4/8/2012
2012,4,9,100,0.94,0.1756,0.2157,0.1426,4/9/2012
2012,4,10,101,0.9,0.1608,0.1934,0.1281,4/10/2012
2012,4,11,102,0.86,0.1471,0.1772,0.1219,4/11/2012
2012,4,12,103,0.86,0.1448,0.1677,0.1141,4/12/2012
2012,4,13,104,0.79,0.1416,0.1604,0.1115,4/13/2012
2012,4,14,105,0.78,0.1342,0.1498,0.1041,4/14/2012
2012,4,15,106,0.78,0.106,0.1319,0.08251,4/15/2012
2012,4,16,107,0.78,0.07452,0.1109,0.06422,4/16/2012
2012,4,17,108,0.83,0.05598,0.1015,0.04975,4/17/2012
2012,4,18,109,0.82,0.4226,0.4897,0.2308,4/18/2012
2012,4,19,110,1.09,0.351,0.4046,0.196,4/19/2012
2012,4,20,111,0.86,0.2422,0.2787,0.1424,4/20/2012
2012,4,21,112,0.86,0.5482,0.6133,0.3022,4/21/2012
2012,4,22,113,2.69,3.39,3.741,1.824,4/22/2012
2012,4,23,114,5.47,2.632,2.712,2.009,4/23/2012
2012,4,24,115,1.77,1.777,1.94,1.08,4/24/2012
2012,4,25,116,1.11,1.408,1.587,0.5974,4/25/2012
2012,4,26,117,0.97,0.6348,0.8818,0.3663,4/26/2012
2012,4,27,118,0.99,0.3485,0.5821,0.2452,4/27/2012
2012,4,28,119,0.91,0.4029,0.6339,0.2913,4/28/2012
2012,4,29,120,1.17,0.3087,0.497,0.2369,4/29/2012
2012,4,30,121,0.91,0.2188,0.3701,0.1859,4/30/2012
2012,5,1,122,0.93,0.2011,0.3253,0.1777,5/1/2012
2012,5,2,123,0.84,0.1642,0.2689,0.159,5/2/2012
2012,5,3,124,0.76,0.1347,0.2226,0.1289,5/3/2012
2012,5,4,125,1.11,0.1192,0.1943,0.1121,5/4/2012
2012,5,5,126,0.97,0.1103,0.1735,0.1011,5/5/2012
2012,5,6,127,0.72,0.09868,0.1538,0.08798,5/6/2012
2012,5,7,128,0.69,0.09281,0.1361,0.07431,5/7/2012
2012,5,8,129,0.71,0.1125,0.1476,0.08492,5/8/2012
2012,5,9,130,0.95,1.02,1.112,0.5605,5/9/2012
2012,5,10,131,2.06,0.7504,0.8417,0.4091,5/10/2012
2012,5,11,132,0.83,0.4326,0.5048,0.2629,5/11/2012
2012,5,12,133,0.63,0.2457,0.3108,0.1793,5/12/2012
2012,5,13,134,0.59,0.147,0.2099,0.1228,5/13/2012
2012,5,14,135,1.71,1.388,1.407,0.7945,5/14/2012
2012,5,15,136,4.62,2.566,2.744,1.861,5/15/2012
2012,5,16,137,1.35,1.925,1.918,1.238,5/16/2012
2012,5,17,138,0.85,1.851,1.949,0.7051,5/17/2012
2012,5,18,139,0.7,0.8006,1.089,0.4147,5/18/2012
2012,5,19,140,0.63,0.3862,0.6802,0.2618,5/19/2012
2012,5,20,141,0.58,0.2138,0.4782,0.1897,5/20/2012
2012,5,21,142,1.73,1.051,1.391,0.65,5/21/2012
2012,5,22,143,1.66,1.934,2.08,1.223,5/22/2012
2012,5,23,144,4.87,7.438,8.608,5.118,5/23/2012
2012,5,24,145,5.3,5.208,5.765,3.446,5/24/2012
2012,5,25,146,1.51,2.797,3.06,2.173,5/25/2012
2012,5,26,147,0.97,2.089,2.001,1.74,5/26/2012
2012,5,27,148,0.81,1.528,1.916,1.277,5/27/2012
2012,5,28,149,1.93,0.9529,1.752,0.7485,5/28/2012
2012,5,29,150,1.69,3.409,4.128,2.162,5/29/2012
2012,5,30,151,5.83,2.544,2.909,1.838,5/30/2012
2012,5,31,152,1.17,2.123,1.862,1.621,5/31/2012
2012,6,1,153,5.41,2.267,3.012,1.941,6/1/2012
2012,6,2,154,13.22,1.876,2.095,1.308,6/2/2012
2012,6,3,155,1.97,1.573,2.08,0.7972,6/3/2012
2012,6,4,156,1.14,0.6999,1.236,0.517,6/4/2012
2012,6,5,157,0.87,0.3549,0.828,0.3642,6/5/2012
2012,6,6,158,0.78,0.2048,0.5996,0.2852,6/6/2012
2012,6,7,159,0.71,0.1252,0.4618,0.2319,6/7/2012
2012,6,8,160,0.67,0.08431,0.3609,0.2001,6/8/2012
2012,6,9,161,0.62,0.06012,0.2885,0.1759,6/9/2012
2012,6,10,162,0.59,0.04551,0.2346,0.1599,6/10/2012
2012,6,11,163,0.54,0.03502,0.1893,0.1421,6/11/2012
2012,6,12,164,0.81,1.765,1.868,1.204,6/12/2012
2012,6,13,165,1.07,1.252,1.728,0.8262,6/13/2012
2012,6,14,166,0.59,0.8386,1.017,0.5088,6/14/2012
2012,6,15,167,0.53,0.4746,0.5916,0.3217,6/15/2012
2012,6,16,168,0.51,0.2696,0.3745,0.2263,6/16/2012
2012,6,17,169,0.47,0.1609,0.2658,0.1713,6/17/2012
2012,6,18,170,0.81,0.1715,0.2743,0.1852,6/18/2012
2012,6,19,171,0.6,0.1265,0.2168,0.1535,6/19/2012
2012,6,20,172,0.49,0.08826,0.17,0.1229,6/20/2012
2012,6,21,173,0.44,0.05931,0.1371,0.1036,6/21/2012
2012,6,22,174,0.41,0.05987,0.1296,0.1034,6/22/2012
2012,6,23,175,0.44,0.0501,0.11,0.09242,6/23/2012
2012,6,24,176,0.37,0.03773,0.09957,0.08281,6/24/2012
2012,6,25,177,0.35,0.02968,0.09142,0.07092,6/25/2012
2012,6,26,178,0.31,0.0229,0.08313,0.06357,6/26/2012
2012,6,27,179,0.28,0.01865,0.07558,0.05708,6/27/2012
2012,6,28,180,0.27,0.01402,0.06914,0.04853,6/28/2012
2012,6,29,181,0.28,0.9014,1.01,0.5378,6/29/2012
2012,6,30,182,2.05,0.6992,0.7767,0.3977,6/30/2012
2012,7,1,183,0.57,0.4114,0.4543,0.2578,7/1/2012
2012,7,2,184,0.38,0.2324,0.2684,0.1699,7/2/2012
2012,7,3,185,0.31,0.5078,0.5837,0.3214,7/3/2012
2012,7,4,186,0.71,0.3627,0.422,0.2388,7/4/2012
2012,7,5,187,0.33,0.2252,0.2721,0.1656,7/5/2012
2012,7,6,188,0.25,0.136,0.1891,0.1191,7/6/2012
2012,7,7,189,0.21,0.08554,0.1417,0.09008,7/7/2012
2012,7,8,190,0.21,0.0556,0.1117,0.06834,7/8/2012
2012,7,9,191,0.95,0.4032,0.4928,0.2576,7/9/2012
2012,7,10,192,1.02,0.324,0.3893,0.207,7/10/2012
2012,7,11,193,4.7,0.208,0.257,0.1477,7/11/2012
2012,7,12,194,0.68,0.1295,0.1747,0.1086,7/12/2012
2012,7,13,195,0.37,0.08113,0.1315,0.08171,7/13/2012
2012,7,14,196,0.35,0.09221,0.1363,0.08698,7/14/2012
2012,7,15,197,0.36,0.07673,0.1192,0.07948,7/15/2012
2012,7,16,198,0.32,0.05933,0.1019,0.06723,7/16/2012
2012,7,17,199,0.3,0.04334,0.0935,0.05725,7/17/2012
2012,7,18,200,0.26,0.03634,0.0862,0.05076,7/18/2012
2012,7,19,201,0.26,3.103,3.44,1.939,7/19/2012
2012,7,20,202,2.21,4.345,4.701,1.892,7/20/2012
2012,7,21,203,1.85,2.87,2.983,2.009,7/21/2012
